Time;Iteration;Description;Value
16:56:03;2;2, Space ID: 1, Performance: 685143;685143
16:56:03;2;3, Space ID: 11, Performance: 624959;624959
16:56:03;2;4, Space ID: 4, Performance: 587046;587046
16:56:03;2;5, Space ID: 2, Performance: 515550;515550
16:56:03;2;6, Space ID: 8, Performance: 509895;509895
16:56:03;2;7, Space ID: 10, Performance: 449174;449174
16:56:03;2;8, Space ID: 12, Performance: 346353;346353
16:56:03;2;9, Space ID: 6, Performance: 288588;288588
16:56:03;2;10, Space ID: 3, Performance: 1.2216e+06;122000
16:56:03;2;Time Spent;46
16:56:03;2;Entered Screen;6
16:57:14;2;Space Removed;10
16:57:19;2;Time Spent;75
16:57:19;2;Entered Screen;7
16:57:31;2;Space Split;6
16:57:31;2;Scale Factor;1,0541
16:57:33;2;Time Spent;14
16:57:33;2;Entered Screen;8
16:58:42;2;Chosen MS model;1
16:58:42;2;Time Spent;69
16:58:42;2;Entered Screen;10
16:58:59;2;Time Spent;16
16:58:59;2;Entered Screen;11
16:59:52;2;How satisfied were you with the overall design process you experienced?;the program doesnt work nicely, because a user does not see the element numbers, so it is hard to find the corresponding number
16:59:52;2;Time Spent;52
16:59:52;2;Entered Screen;12
17:00:23;2;How easy was it to use the design tools provided?;because the numbers where not shown in the 3d model
17:00:23;2;Time Spent;30
17:00:23;2;Entered Screen;13
17:00:33;1;How often did you find the AI-provided models reliable enough to influence your design decisions?;
17:00:33;2;Time Spent;10
17:00:33;2;Entered Screen;14
17:00:41;0;How do you think your design process would have differed if you had not had AI assistance?;no 
17:00:41;2;Time Spent;7
17:00:41;2;Entered Screen;15
17:01:18;0;Would you choose to use this design process in future projects based on your current experience?;no i think i wouldnt. the options from ai where not optimal
17:01:18;2;Time Spent;37
17:01:18;2;Entered Screen;16
17:01:42;0;Please provide any additional comments or suggestions on how we could improve the design process used in this experiment.;
17:01:42;2;Time Spent;24
17:01:42;2;Entered Screen;17
