Time;Iteration;Description;Value
18:20:23;1;Entered Screen;6
18:22:07;1;Space Removed;10
18:22:10;1;Time Spent;106
18:22:10;1;Entered Screen;7
18:22:48;1;Space Split;6
18:22:48;1;Scale Factor;1,0378
18:22:55;1;Time Spent;44
18:22:55;1;Entered Screen;8
18:22:56;1;Own building spatial design;100%
18:22:56;1;AI generated design 1;160%
18:22:56;1;AI generated design 2;131%
18:22:56;1;AI generated design 3;133%
18:25:05;1;Chosen MS model;1
18:25:05;1;Time Spent;130
18:25:05;1;Entered Screen;9
18:25:10;2;Time Spent;4
18:25:10;2;Entered Screen;1
18:25:25;2;Time Spent;15
18:25:25;2;Entered Screen;2
18:25:27;2;Time Spent;1
18:25:27;2;Entered Screen;4
18:31:51;2;Total strain energy;5,61E+07
18:31:51;2;Total structural volume;9,25E+10
18:31:51;2;1, Space ID: 7, Performance: 2.33972e+06;2,34E+06
18:31:51;2;2, Space ID: 3, Performance: 1.72145e+06;1,72E+06
18:31:51;2;3, Space ID: 1, Performance: 999717;999717
18:31:51;2;4, Space ID: 4, Performance: 664091;664091
18:31:51;2;5, Space ID: 2, Performance: 563804;563804
18:31:51;2;6, Space ID: 9, Performance: 492504;492504
18:31:51;2;7, Space ID: 8, Performance: 391987;391987
18:31:51;2;8, Space ID: 5, Performance: 336884;336884
18:31:51;2;9, Space ID: 11, Performance: 164011;164011
18:31:51;2;10, Space ID: 12, Performance: 120048;120048
18:31:51;2;Number of beams;33
18:31:51;2;Number of trusses;12
18:31:51;2;Number of flat shells;0
18:31:51;2;Time Spent;384
18:31:51;2;Entered Screen;5
18:31:53;2;AI structural model 1: strain energy;342661
18:31:53;2;AI structural model 1: structural volume;-
18:31:53;2;AI structural model 2: strain energy;2,95E+11
18:31:53;2;AI structural model 2: structural volume;-
18:31:53;2;AI structural model 3: strain energy;2,10E+12
18:31:53;2;AI structural model 3: structural volume;-
18:32:01;2;Chosen SD model;1
18:32:01;2;Total strain energy;5,61E+07
18:32:01;2;Total structural volume;9,25E+10
18:32:02;2;1, Space ID: 7, Performance: 2.33972e+06;2,34E+06
18:32:02;2;2, Space ID: 3, Performance: 1.72145e+06;1,72E+06
18:32:02;2;3, Space ID: 1, Performance: 999717;999717
18:32:02;2;4, Space ID: 4, Performance: 664091;664091
18:32:02;2;5, Space ID: 2, Performance: 563804;563804
18:32:02;2;6, Space ID: 9, Performance: 492504;492504
18:32:02;2;7, Space ID: 8, Performance: 391987;391987
18:32:02;2;8, Space ID: 5, Performance: 336884;336884
18:32:02;2;9, Space ID: 11, Performance: 164011;164011
18:32:02;2;10, Space ID: 12, Performance: 120048;120048
18:32:02;2;Time Spent;10
18:32:02;2;Entered Screen;6
18:32:24;2;Space Removed;12
18:32:25;2;Time Spent;23
18:32:25;2;Entered Screen;7
18:32:43;2;Space Split;9
18:32:43;2;Scale Factor;1,0198
18:32:45;2;Time Spent;19
18:32:45;2;Entered Screen;8
18:33:34;2;Chosen MS model;1
18:33:34;2;Time Spent;48
18:33:34;2;Entered Screen;10
18:33:35;2;Time Spent;1
18:33:35;2;Entered Screen;11
18:33:52;3;How satisfied were you with the overall design process you experienced?;No clear sense of direction/objective
18:33:52;2;Time Spent;16
18:33:52;2;Entered Screen;12
18:34:20;2;How easy was it to use the design tools provided?;I could not easily track which wall belonged to which switch on the side
18:34:20;2;Time Spent;28
18:34:20;2;Entered Screen;13
18:34:28;1;How often did you find the AI-provided models reliable enough to influence your design decisions?;
18:34:28;2;Time Spent;8
18:34:28;2;Entered Screen;14
18:35:13;0;How do you think your design process would have differed if you had not had AI assistance?;I would not have made any removals or splits because I did not understand what the benefit/drawback may have been of such an action
18:35:13;2;Time Spent;44
18:35:13;2;Entered Screen;15
18:35:48;0;Would you choose to use this design process in future projects based on your current experience?;Perhaps in architectural applications Im brainstorming, but not for structural designs
18:35:48;2;Time Spent;35
18:35:48;2;Entered Screen;16
18:36:24;0;Please provide any additional comments or suggestions on how we could improve the design process used in this experiment.;Hightlight the relevant wall when one hovers over the switch to select beam/truss/wall
18:36:24;2;Time Spent;35
18:36:24;2;Entered Screen;17
