Time;Iteration;Description;Value
18:01:48;2;AI structural model 1: structural volume;-
18:01:48;2;AI structural model 2: strain energy;3,94E+06
18:01:48;2;AI structural model 2: structural volume;-
18:01:48;2;AI structural model 3: strain energy;2,74E+07
18:01:48;2;AI structural model 3: structural volume;-
18:02:06;2;Chosen SD model;1
18:02:06;2;Total strain energy;1,23E+06
18:02:06;2;Total structural volume;7,22E+10
18:02:06;2;1, Space ID: 7, Performance: 642503;642503
18:02:06;2;2, Space ID: 9, Performance: 202308;202308
18:02:06;2;3, Space ID: 2, Performance: 156385;156385
18:02:06;2;4, Space ID: 3, Performance: 126835;126835
18:02:06;2;5, Space ID: 8, Performance: 113630;113630
18:02:06;2;6, Space ID: 1, Performance: 112279;112279
18:02:06;2;7, Space ID: 10, Performance: 91691.8;91691,8
18:02:06;2;8, Space ID: 5, Performance: 35754;35754
18:02:06;2;9, Space ID: 12, Performance: 23713.8;23713,8
18:02:06;2;10, Space ID: 11, Performance: 14434.4;14434,4
18:02:07;2;Time Spent;20
18:02:07;2;Entered Screen;6
18:02:21;2;Space Removed;12
18:02:23;2;Time Spent;16
18:02:23;2;Entered Screen;7
18:02:46;2;Space Split;5
18:02:46;2;Scale Factor;1,0583
18:02:48;2;Time Spent;25
18:02:48;2;Entered Screen;8
18:03:16;2;Chosen MS model;1
18:03:16;2;Time Spent;27
18:03:16;2;Entered Screen;10
18:03:19;2;Time Spent;2
18:03:19;2;Entered Screen;11
18:03:22;4;How satisfied were you with the overall design process you experienced?;
18:03:22;2;Time Spent;3
18:03:22;2;Entered Screen;12
18:03:35;2;How easy was it to use the design tools provided?;You dont know which elements you are clicking on
18:03:35;2;Time Spent;12
18:03:35;2;Entered Screen;13
18:03:46;3;How often did you find the AI-provided models reliable enough to influence your design decisions?;They sometimes gave a nice alternative
18:03:46;2;Time Spent;11
18:03:46;2;Entered Screen;14
18:03:54;0;How do you think your design process would have differed if you had not had AI assistance?;Probably more diagonals
18:03:54;2;Time Spent;7
18:03:54;2;Entered Screen;15
18:04:12;0;Would you choose to use this design process in future projects based on your current experience?;Yes it could help to see whetehr you are thinking in the right way with respect to stability
18:04:12;2;Time Spent;17
18:04:12;2;Entered Screen;16
18:04:14;0;Please provide any additional comments or suggestions on how we could improve the design process used in this experiment.;
18:04:14;2;Time Spent;2
18:04:14;2;Entered Screen;17
